Trade #,Entry Time,Exit Time,Type,Strike,Entry Spot,Exit Spot,Option Buy Price (RS),Option Sell Price (RS),Qty,Trade PnL (RS),Return (%),Reason,Capital (RS)
265,2026-05-08 13:15,2026-05-08 14:15,PE,24200,24145.85,24176.75,169.73,153.04,65,-1084.85,-9.83,STOP LOSS HIT (-30.9 Spot Pts),237410.5
266,2026-05-11 09:15,2026-05-11 10:15,PE,24000,23893.4,23880.45,199.38,207.45,65,524.55,4.05,TRAILING SL HIT (+13.0 Spot Pts),237935.05
267,2026-05-11 11:15,2026-05-11 12:15,CE,23800,23935.55,23919.95,229.68,219.31,65,-674.05,-4.51,STOP LOSS HIT (-15.6 Spot Pts),237261.0
268,2026-05-11 14:15,2026-05-12 09:15,PE,23900,23805.75,23649.0,191.29,298.71,65,6982.3,56.16,TRAILING SL HIT (+156.8 Spot Pts),244243.3
269,2026-05-12 09:15,2026-05-12 10:15,PE,23800,23651.4,23613.7,225.15,250.86,65,1671.15,11.42,TRAILING SL HIT (+37.7 Spot Pts),245914.45
270,2026-05-12 10:15,2026-05-12 11:15,PE,23700,23589.35,23586.6,200.22,201.94,65,111.8,0.86,TRAILING SL HIT (+2.8 Spot Pts),246026.25
271,2026-05-12 11:15,2026-05-12 12:15,PE,23700,23557.8,23541.35,220.39,231.33,65,711.1,4.96,TRAILING SL HIT (+16.5 Spot Pts),246737.35
272,2026-05-12 12:15,2026-05-12 13:15,PE,23600,23536.8,23483.0,171.38,203.65,65,2097.55,18.83,TRAILING SL HIT (+53.8 Spot Pts),248834.9
273,2026-05-12 13:15,2026-05-12 14:15,PE,23600,23457.5,23384.1,220.06,271.09,65,3316.95,23.19,TRAILING SL HIT (+73.4 Spot Pts),252151.85
274,2026-05-12 14:15,2026-05-12 15:15,PE,23500,23354.8,23389.8,221.3,198.83,65,-1460.55,-10.15,STOP LOSS HIT (-35.0 Spot Pts),250691.3
275,2026-05-13 11:15,2026-05-13 12:15,CE,23400,23512.75,23547.8,212.24,235.7,65,1524.9,11.05,TRAILING SL HIT (+35.1 Spot Pts),252216.2
276,2026-05-13 12:15,2026-05-13 13:15,CE,23400,23538.5,23505.5,229.35,207.55,65,-1417.0,-9.51,STOP LOSS HIT (-33.0 Spot Pts),250799.2
277,2026-05-13 14:15,2026-05-13 15:15,PE,23500,23425.7,23429.35,177.2,175.08,65,-137.8,-1.2,STOP LOSS HIT (-3.7 Spot Pts),250661.4
278,2026-05-14 09:15,2026-05-14 10:15,CE,23400,23495.8,23502.5,201.36,205.62,65,276.9,2.12,TRAILING SL HIT (+6.7 Spot Pts),250938.3
279,2026-05-14 11:15,2026-05-14 12:15,CE,23600,23667.4,23712.15,185.07,213.03,65,1817.4,15.11,TRAILING SL HIT (+44.8 Spot Pts),252755.7
280,2026-05-14 12:15,2026-05-14 13:15,CE,23600,23713.55,23733.6,213.94,227.2,65,861.9,6.2,TRAILING SL HIT (+20.0 Spot Pts),253617.6
281,2026-05-14 14:15,2026-05-14 15:15,PE,23800,23683.8,23703.15,204.24,192.3,65,-776.1,-5.85,STOP LOSS HIT (-19.3 Spot Pts),252841.5
282,2026-05-15 09:15,2026-05-15 10:15,CE,23700,23800.1,23803.95,205.89,208.34,65,159.25,1.19,TRAILING SL HIT (+3.8 Spot Pts),253000.75
283,2026-05-15 12:15,2026-05-15 13:15,CE,23700,23780.05,23752.8,193.36,177.04,65,-1060.8,-8.44,STOP LOSS HIT (-27.2 Spot Pts),251939.95
284,2026-05-15 14:15,2026-05-15 15:15,PE,23700,23643.65,23651.5,168.08,163.71,65,-284.05,-2.6,STOP LOSS HIT (-7.8 Spot Pts),251655.9
285,2026-05-18 09:15,2026-05-18 10:15,PE,23500,23362.4,23388.9,216.31,199.4,65,-1099.15,-7.82,STOP LOSS HIT (-26.5 Spot Pts),250556.75
286,2026-05-18 11:15,2026-05-18 12:15,CE,23400,23516.05,23626.35,214.39,292.75,65,5093.4,36.55,TRAILING SL HIT (+110.3 Spot Pts),255650.15
287,2026-05-18 12:15,2026-05-18 13:15,CE,23500,23615.9,23624.4,214.88,220.48,65,364.0,2.61,TRAILING SL HIT (+8.5 Spot Pts),256014.15
288,2026-05-19 09:15,2026-05-19 10:15,CE,23700,23754.25,23747.2,177.89,173.79,65,-266.5,-2.3,STOP LOSS HIT (-7.1 Spot Pts),255747.65
289,2026-05-19 14:15,2026-05-19 15:15,PE,23700,23624.55,23622.25,179.01,180.35,65,87.1,0.75,TRAILING SL HIT (+2.3 Spot Pts),255834.75
290,2026-05-20 09:15,2026-05-20 10:15,PE,23600,23500.2,23510.65,192.98,186.66,65,-410.8,-3.27,STOP LOSS HIT (-10.5 Spot Pts),255423.95
291,2026-05-20 10:15,2026-05-20 11:15,CE,23500,23562.4,23605.0,181.47,207.82,65,1712.75,14.52,TRAILING SL HIT (+42.6 Spot Pts),257136.7
292,2026-05-20 13:15,2026-05-20 14:15,CE,23600,23651.85,23655.75,175.87,178.15,65,148.2,1.3,TRAILING SL HIT (+3.9 Spot Pts),257284.9
293,2026-05-20 14:15,2026-05-21 09:15,CE,23600,23667.75,23824.15,185.28,292.1,65,6943.3,57.65,TRAILING SL HIT (+156.4 Spot Pts),264228.2
294,2026-05-21 09:15,2026-05-21 10:15,CE,23700,23767.5,23755.55,185.74,178.65,65,-460.85,-3.82,STOP LOSS HIT (-11.9 Spot Pts),263767.35
295,2026-05-21 10:15,2026-05-21 11:15,PE,23800,23697.55,23675.05,195.72,209.78,65,913.9,7.18,TRAILING SL HIT (+22.5 Spot Pts),264681.25
296,2026-05-22 09:15,2026-05-22 10:15,CE,23700,23791.7,23762.85,200.59,182.96,65,-1145.95,-8.79,STOP LOSS HIT (-28.8 Spot Pts),263535.3
297,2026-05-22 11:15,2026-05-22 12:15,CE,23700,23798.6,23800.6,204.94,206.21,65,82.55,0.62,TRAILING SL HIT (+2.0 Spot Pts),263617.85
298,2026-05-22 14:15,2026-05-25 09:15,PE,23800,23718.15,23752.7,183.33,163.63,65,-1280.5,-10.75,STOP LOSS HIT (-34.5 Spot Pts),262337.35
299,2026-05-25 09:15,2026-05-25 10:15,CE,23900,23952.05,23960.55,177.84,182.83,65,324.35,2.81,TRAILING SL HIT (+8.5 Spot Pts),262661.7
300,2026-05-25 14:15,2026-05-26 09:15,CE,23900,24035.25,24041.9,230.06,234.55,65,291.85,1.95,TRAILING SL HIT (+6.7 Spot Pts),262953.55
301,2026-05-26 09:15,2026-05-26 10:15,CE,24000,24063.0,24054.55,184.89,179.91,65,-323.7,-2.69,STOP LOSS HIT (-8.4 Spot Pts),262629.85
302,2026-05-26 11:15,2026-05-26 12:15,PE,24100,24022.1,24001.2,182.72,195.17,65,809.25,6.81,TRAILING SL HIT (+20.9 Spot Pts),263439.1
303,2026-05-26 12:15,2026-05-26 13:15,PE,24100,23974.35,23945.1,211.87,230.93,65,1238.9,9.0,TRAILING SL HIT (+29.2 Spot Pts),264678.0
304,2026-05-26 13:15,2026-05-26 14:15,PE,24000,23924.2,23920.45,180.93,183.12,65,142.35,1.21,TRAILING SL HIT (+3.8 Spot Pts),264820.35
305,2026-05-26 14:15,2026-05-27 09:15,PE,24000,23908.8,23903.8,190.02,193.03,65,195.65,1.58,TRAILING SL HIT (+5.0 Spot Pts),265016.0
306,2026-05-27 09:15,2026-05-27 10:15,CE,23800,23943.25,23941.35,234.89,233.6,65,-83.85,-0.55,STOP LOSS HIT (-1.9 Spot Pts),264932.15
307,2026-05-27 10:15,2026-05-27 11:15,CE,23900,23961.95,23948.0,183.65,175.48,65,-531.05,-4.45,STOP LOSS HIT (-13.9 Spot Pts),264401.1
308,2026-05-27 12:15,2026-05-27 13:15,PE,24000,23898.15,23917.05,196.47,185.12,65,-737.75,-5.78,STOP LOSS HIT (-18.9 Spot Pts),263663.35
309,2026-05-29 09:15,2026-05-29 10:15,CE,23800,23945.7,23916.9,236.56,217.31,65,-1251.25,-8.14,STOP LOSS HIT (-28.8 Spot Pts),262412.1
310,2026-05-29 11:15,2026-05-29 12:15,PE,23900,23835.7,23804.25,173.73,192.2,65,1200.55,10.63,TRAILING SL HIT (+31.4 Spot Pts),263612.65
311,2026-05-29 12:15,2026-05-29 13:15,PE,23900,23769.25,23766.5,214.04,215.81,65,115.05,0.83,TRAILING SL HIT (+2.8 Spot Pts),263727.7
312,2026-05-29 13:15,2026-05-29 14:15,PE,23800,23744.45,23541.35,168.21,304.12,65,8834.15,80.8,TRAILING SL HIT (+203.1 Spot Pts),272561.85
313,2026-05-29 14:15,2026-05-29 15:15,PE,23600,23528.7,23521.6,176.03,180.17,65,269.1,2.35,TRAILING SL HIT (+7.1 Spot Pts),272830.95
314,2026-06-01 12:15,2026-06-01 13:15,PE,23600,23460.65,23448.25,217.99,226.18,65,532.35,3.76,TRAILING SL HIT (+12.4 Spot Pts),273363.3
315,2026-06-01 13:15,2026-06-01 14:15,PE,23500,23416.95,23393.15,182.34,196.75,65,936.65,7.9,TRAILING SL HIT (+23.8 Spot Pts),274299.95
316,2026-06-01 14:15,2026-06-01 15:15,PE,23500,23389.25,23397.8,199.18,193.89,65,-343.85,-2.66,STOP LOSS HIT (-8.6 Spot Pts),273956.1
317,2026-06-02 09:15,2026-06-02 10:15,PE,23400,23281.45,23300.65,203.52,191.58,65,-776.1,-5.87,STOP LOSS HIT (-19.2 Spot Pts),273180.0
318,2026-06-02 12:15,2026-06-02 13:15,CE,23400,23473.75,23511.65,187.68,211.52,65,1549.6,12.7,TRAILING SL HIT (+37.9 Spot Pts),274729.6
319,2026-06-02 13:15,2026-06-02 14:15,CE,23400,23539.5,23521.6,230.03,218.04,65,-779.35,-5.21,STOP LOSS HIT (-17.9 Spot Pts),273950.25
320,2026-06-03 09:15,2026-06-03 10:15,PE,23300,23240.5,23229.8,167.56,173.68,65,397.8,3.65,TRAILING SL HIT (+10.7 Spot Pts),274348.05
321,2026-06-03 10:15,2026-06-03 11:15,PE,23300,23202.85,23187.15,189.68,199.38,65,630.5,5.11,TRAILING SL HIT (+15.7 Spot Pts),274978.55
322,2026-06-03 11:15,2026-06-03 12:15,PE,23300,23180.7,23211.55,203.45,184.43,65,-1236.3,-9.35,STOP LOSS HIT (-30.9 Spot Pts),273742.25
323,2026-06-03 12:15,2026-06-03 13:15,CE,23200,23298.35,23392.05,201.77,266.03,65,4176.9,31.85,TRAILING SL HIT (+93.7 Spot Pts),277919.15
324,2026-06-03 13:15,2026-06-03 14:15,CE,23300,23388.2,23424.35,195.98,219.27,65,1513.85,11.88,TRAILING SL HIT (+36.2 Spot Pts),279433.0
325,2026-06-04 09:15,2026-06-04 10:15,CE,23300,23431.35,23414.8,223.94,212.98,65,-712.4,-4.89,STOP LOSS HIT (-16.5 Spot Pts),278720.6
326,2026-06-04 12:15,2026-06-04 13:15,PE,23400,23334.25,23348.15,171.69,163.84,65,-510.25,-4.57,STOP LOSS HIT (-13.9 Spot Pts),278210.35
327,2026-06-05 09:15,2026-06-05 10:15,CE,23400,23468.5,23462.5,184.5,180.91,65,-233.35,-1.95,STOP LOSS HIT (-6.0 Spot Pts),277977.0
328,2026-06-05 12:15,2026-06-05 13:15,PE,23400,23337.5,23317.8,169.84,181.27,65,742.95,6.73,TRAILING SL HIT (+19.7 Spot Pts),278719.95
329,2026-06-05 13:15,2026-06-05 14:15,PE,23400,23320.15,23336.0,179.88,170.69,65,-597.35,-5.11,STOP LOSS HIT (-15.8 Spot Pts),278122.6
330,2026-06-05 14:15,2026-06-08 09:15,CE,23300,23365.75,23351.5,182.24,173.81,65,-547.95,-4.63,STOP LOSS HIT (-14.2 Spot Pts),277574.65
331,2026-06-08 09:15,2026-06-08 10:15,PE,23300,23174.25,23198.25,207.56,192.5,65,-978.9,-7.26,STOP LOSS HIT (-24.0 Spot Pts),276595.75
332,2026-06-08 13:15,2026-06-08 14:15,PE,23300,23156.85,23142.05,218.88,228.76,65,642.2,4.51,TRAILING SL HIT (+14.8 Spot Pts),277237.95
